Producers,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Fiction,Foreign,History,Horror,Music,Mystery,Romance,Science,Thriller,War,Western
McCann-Erickson,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
McCreary Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
McLaughlin Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
McMurdo (Canada) Productions,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Media Asia Films,1,0,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,1,1,0
Media Asia Group,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Media Cooperation One,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Media Farm,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Media Magik Entertainment,2,0,0,2,1,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0
Media Pro Pictures,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
Media Programme of the European Community,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Media Rights Capital,3,0,0,4,2,0,2,0,2,4,0,0,2,0,1,2,4,4,0,0
Media Rights Capital (MRC),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mediana Productions Filmgesellschaft,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mediapro,0,0,0,2,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0,0
Mediaset,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mediaset España,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Mediastream Dritte Film GmbH & Co. Beteiligungs KG,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0
Mediastream Film GmbH & Co. Productions KG,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mediastream Vierte Film GmbH & Co. Vermarktungs KG,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Medici Entertainment,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Medienboard Berlin-Brandenburg,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,1,0,3,1,0
Medienproduktion Poseidon Filmgesellschaft,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Medienproduktion Prometheus Filmgesellschaft,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Medusa Film,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Medusa Produzione,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Mel's Cite du Cinema,6,2,0,2,2,0,5,0,1,2,0,0,0,0,3,2,2,6,0,0
Melusine Productions,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Melvin Simon Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Memfis Film,0,0,0,0,1,0,3,0,0,1,0,0,0,1,0,0,1,0,0,0
Merchant Ivory Productions,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
Merlin Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Merlina Entertainment,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Metal Productions Inc.,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Metanoia Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Metro-Goldwyn-Mayer (MGM),29,20,0,29,16,0,40,3,7,10,0,5,10,6,5,26,10,22,9,2
Metro-Goldwyn-Mayer Pictures,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Metropolitan Filmexport,4,1,0,0,2,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
Michael Alden Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Michael De Luca Productions,5,1,0,1,1,0,3,1,6,2,0,0,3,0,0,1,2,6,2,0
Michael Lobell Productions,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Michael London Productions,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0
Michael White Productions,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Michaels-Goldwyn,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Micro scope,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0
Mid Atlantic Films,3,4,0,0,0,0,3,1,3,2,0,0,1,0,0,0,2,2,0,0
Middle Fork Productions,1,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0
Midnight Picture Show,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
Midnight Sun Pictures,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Midwinter Productions Inc.,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Miho Film,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Mikado Film,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Mike Zoss Productions,1,2,0,5,2,0,5,0,0,0,0,0,0,0,1,1,0,1,0,1
Mikona Productions GmbH & Co. KG,1,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
Milagro Films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Mile High Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Milk & Honey,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Milkshake Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mill Film,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Millar Gough Ink,1,0,0,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0
Millbrook Farm Productions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Millbrook Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Millenium Films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Millennium Films,14,5,0,1,11,0,9,0,1,0,0,0,0,0,1,1,0,17,0,0
Mimran Schur Pictures,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Mindfire Entertainment,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Mindhunters (UK) Limited,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Mindhunters Productie BV,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Mindshare Media,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ming Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Ministerio de Cultura,0,1,1,0,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,0
Mirabai Films,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,1,0,0,0,0
Miracle Pictures,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Mirage Enterprises,1,0,0,3,3,0,8,0,1,0,0,0,0,0,2,5,0,4,0,0
Mirage Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirage Studios,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Miramax,3,2,0,3,2,0,3,1,0,0,0,1,1,1,0,1,0,2,0,0
Miramax Films,9,4,2,25,21,0,43,1,7,1,0,4,3,1,2,24,1,17,3,0
"Mirisch Corporation, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mirisch Pictures,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Misha Films,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0
Misher Films,1,2,0,2,2,0,3,0,1,1,0,1,2,0,1,0,1,3,0,0
Mitsubishi,0,1,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Mitteldeutsche Medienförderung (MDM),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mobra Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mod Producciones,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Moguletta,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Moho Film,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Molinare Investment,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Molinare Studios,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Momentum Pictures,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Mon Voisin Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Monarch Pictures,0,0,0,0,2,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0
Monarchy Enterprises B.V.,0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,1,0,1,0,0
Monarchy Enterprises S.a.r.l.,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,1
Monkey Dance Productions,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Monolith Pictures (III),1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
Monophonic Inc.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Monsoon Films Private Limited,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Montecito Picture Company, The",1,0,0,1,0,0,3,0,1,0,0,0,0,0,2,1,0,2,0,0
Monterey Productions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Moonlighting Films,2,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0
Moonrise,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Mooseport Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Morgan Creek Productions,10,6,0,7,8,0,7,0,0,2,0,1,1,0,4,4,2,10,2,2
Mosaic,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mosaic Media Group,3,3,0,8,3,0,2,0,1,1,0,0,0,0,1,2,1,5,0,0
Mosfilm,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Mostow/Lieberman Productions,2,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Motel Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Motel Movies,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0
Motion Investment Group,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Motion Picture BETA Produktionsgesellschaft,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Motion Picture Corporation of America,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motion Picture Corporation of America (MPCA),0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Motion Picture JOTA Produktions,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Motion Picture KAPPA Produktionsgesellschaft,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Motion Picture Production GmbH & Co. Erste KG,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
Motion Picture THETA Produktionsgesellschaft,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Motown Productions,1,2,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
Mott Street Pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Moulin Productions Inc.,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Movie Central,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
Movie Central Network,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
Moviemakers Productions (MMP),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Movieworld Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Moving Picture Company (MPC),6,10,0,2,0,0,3,4,8,4,0,0,0,0,0,0,4,2,0,0
Moving Pictures,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Mpower Pictures,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Mr. Mudd Production,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
Mr. Smith Productions,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0
Mundy Lane Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Munich Film Partners & Company (MFP) GHS Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Munich Film Partners & Company (MFP) MI2 Productions,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Munich Film Partners New Century & Company (MFP) Core Productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Muse Entertainment,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Muse Entertainment Enterprises,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0
Muse Productions,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Museum Canada Productions,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Muskat Filmed Properties,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Mutant Enemy Productions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Mutual Film Company,5,4,0,2,2,0,5,0,2,1,0,2,1,0,1,1,1,6,2,0
Myriad Pictures,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Mystery Clock Cinema,1,1,0,0,0,0,1,0,1,2,0,0,0,0,2,0,2,0,0,0
Mythology Entertainment (II),1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
N1 European Film Produktions GmbH & Co. KG,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0
N3D Land Productions,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NALA Films,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
NBC Universal Global Networks,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NDE Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
NDF International,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
NEW Century,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NFH Productions,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,1,0,0
NPV Entertainment,8,2,0,7,8,0,6,1,1,5,0,0,3,0,3,3,5,12,0,0
NVSH Productions,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Nancy Tenenbaum Films,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Nanny McPhee Productions,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Napoleon Pictures Limited,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
National Film & Video Foundation of South Africa,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
National Film Development Corporation of India,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
National Film Finance Corporation (NFFC),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
National Film Trustee Company,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
National Geographic Entertainment,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
National Geographic Films,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
National Geographic Society,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
National Lottery,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
National Lottery through UK Film Council,1,1,0,1,1,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0
Native Pictures Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Natural Nylon Entertainment,2,1,0,0,0,0,0,0,0,2,0,0,1,0,1,0,2,2,0,0
Neal H. Moritz Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neal Street Productions,0,0,0,1,0,0,5,0,0,0,0,0,0,0,0,2,0,0,1,0
Necropia,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
Nederlands Fonds voor de Film,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Nederlandse Programma Stichting (NPS),0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson Entertainment,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
Neo Art & Logic,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
NeoReel,1,2,1,1,0,0,0,1,2,1,0,0,0,0,0,0,1,1,0,0
NetFlix,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Neufeld Rehme Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Neunte Babelsberg Film,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Neverland Films,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
New Amsterdam Entertainment,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
New Century Entertainment Corporation,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0
New Crime Productions,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
New Deal Productions,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
New Legacy,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
New Line Cinema,38,21,0,60,30,0,44,9,21,18,0,1,29,6,11,27,18,34,0,1
New Line Productions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
New Picture Company,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
New Redemption Pictures,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
New Regency Pictures,8,4,0,16,7,0,16,1,3,4,0,2,3,0,5,5,4,15,0,1
New South Wales Film & Television Office,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
New Upstairs Productions,0,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
New Visions Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
New Wave Entertainment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
New World Pictures,1,0,0,1,0,0,0,0,0,2,0,0,3,0,0,0,2,0,0,0
New Zealand Film Commission,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
New Zealand Large Budget Screen Production Grant,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
New Zealand Post Digital and Visual Effects Grant,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Newbridge Film Capital,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Newcomm,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Newman-Foreman Productions,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
Newman/Tooley Films,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Newmarket Capital Group,1,0,0,2,2,0,2,0,0,0,0,0,1,0,1,3,0,4,0,0
Newmarket Films,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
News On Request (NOR),0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Next Entertainment,1,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0
Next Wednesday Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nexus Factory,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Nibariki,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nick Wechsler Productions,1,2,0,0,1,0,5,0,1,2,0,0,0,0,0,2,2,3,0,0
Nickelodeon Animation Studios,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nickelodeon Movies,4,8,7,11,0,0,0,10,3,2,0,0,0,1,1,0,2,1,0,1
Nides/McCormick Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Night Chronicles,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
Night and Day Pictures,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nimar Studios,2,3,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,3,0
Nimbus Film Productions,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nina Saxon Film Design,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nine Yards Productions,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nine Yards Two Productions,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Ninjas Runnin' Wild Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nintendo,1,2,1,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0
Nippon Film Development and Finance Inc.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Nippon Television Network (NTV),0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nitrogen Studios Canada,0,1,2,2,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0
No Frills Film Production,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
No Such Productions,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
No Trace Camping,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Noel Gay Motion Picture Company,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nomadic Pictures,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Non-Stop Productions,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0
Nora Ephron Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nord-Ouest Productions,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0
Norddeutscher Rundfunk (NDR),0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Nordisk Film Distribution,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Nordisk Film- & TV-Fond,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
North Box Productions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Northern Lights Entertainment,1,1,1,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0
Northern Lights Films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Nostromo Pictures,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Notting Hill Pictures,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Nouvelles Éditions de Films (NEF),1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Novaya Zemlya,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Novo RPI,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Nu Boyana Film Studios,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Nu Image Entertainment,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Nu Image Entertainment GmbH,2,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0
Nu Image Films,5,2,0,0,5,0,4,0,1,0,0,0,1,0,0,0,0,8,0,0
Nu-Image Films,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
NuAmerica Entertainment,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Numb Gums Production Inc.,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Number 9 Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Nutcracker Holdings,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Nuyorican Productions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
O Entertainment,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
O' Salvation,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
O'Connor Brothers,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
O2 Filmes,0,0,0,0,1,0,2,0,0,1,0,0,0,0,1,0,1,1,0,0
Oak Productions,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Oasis Films,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Obelisk Productions,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Occupant Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Ocean Films,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ocean Pictures,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Octagon Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0
October Films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
October Pictures,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Odd Lot Entertainment,3,1,0,2,2,0,2,0,0,2,0,0,0,0,0,0,2,2,0,0
OddLot Entertainment,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Odeon Films,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
Odin,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Odyssey,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0
Odyssey Entertainment,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0
