Producers,Action,Adventure,Animation,Comedy,Crime,Documentary,Drama,Family,Fantasy,Fiction,Foreign,History,Horror,Music,Mystery,Romance,Science,Thriller,War,Western
Rysher Entertainment,4,3,0,0,2,0,1,0,0,2,0,0,0,0,2,1,2,5,0,0
Région Ile-de-France,1,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,0,0,1,0
Région Nord-Pas-de-Calais,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
S & L Films,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
S.O.A.F. Productions,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
SAF Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
SAI Productions,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
SBK Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SBS Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SF Norge A/S,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
SGF Entertainment,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SITE Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
SKA Films,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
SLM Production Group,2,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,1,2,0,0
SModcast Pictures,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
SND,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SNL Studios,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SOIXAN7E QUIN5E,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SPAD Films,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SPD Films,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
SPI Film Studio,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
STX Entertainment,0,0,0,1,1,0,1,0,0,0,0,0,1,0,3,0,0,2,0,0
SVT Drama,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
SW7D Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Safady Entertainment,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Saga Film,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,0
Sahamongkol Film International,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Sahara Productions,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Saint Aire Production,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Saints LA,2,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Salamander Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Salter Street Films International,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saltire Entertainment,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
Same Player,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Samson Films,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0
Samuel Bronston Productions,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0
Samuel Goldwyn,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"Samuel Goldwyn Company, The",0,0,0,1,0,0,2,0,0,0,0,1,0,0,0,2,0,0,0,0
Samuel Goldwyn Films,0,2,0,3,1,0,4,0,1,1,0,0,0,0,0,0,1,0,0,0
Samuels Media,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0
Samuelson Productions,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sanctum Australia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Santa Fé Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Sarah Green Film,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
Saturn Films,6,2,0,2,6,0,8,0,3,0,0,0,2,0,1,1,0,6,0,0
Saville Productions,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Savoy Pictures,0,0,0,1,2,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0
Saw 2 Productions,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Saw Productions Inc.,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Scanbox,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Scared Productions,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Scenario Lane Productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Schine-Moore Productions,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Scholastic Entertainment,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Scholastic Productions,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Schroeder Hoffman Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Scion Films,3,0,0,2,3,0,6,1,0,2,0,0,0,0,2,3,2,6,0,0
Scooter Braun Films,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Scorsese Productions,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Scott Free Productions,14,6,0,1,7,0,19,0,0,2,0,2,1,0,2,1,2,12,2,1
Scott Pictures,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Scott Rudin Productions,2,3,1,13,3,0,21,0,1,0,0,1,1,2,5,6,0,5,1,1
"Scottish Arts Council, The",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Scottish Screen,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,1,1,0,0
Scout Productions,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,1,0,0
Screen Australia,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0
Screen East,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Screen Gems,9,3,0,5,4,0,12,0,4,7,0,0,13,2,1,7,7,14,1,0
"Screen Gems, Inc.",1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
Screen NSW,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Screen Yorkshire,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ScreenWest,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Screenland Pictures,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
Scythia Films,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Sea Breeze Productions Inc.,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Seagal/Nasso Productions,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sean Bailey Productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Sean Daniel Company,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sean S. Cunningham Films,0,0,0,0,1,0,1,0,1,1,0,0,5,0,0,0,1,3,0,0
Sechzehnte Babelsberg Film,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Second Mate Productions,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
Section Eight,0,0,0,1,5,0,3,0,1,0,0,0,0,0,2,0,0,6,0,0
Section Eight Productions,0,0,1,0,2,0,3,0,0,1,0,1,0,0,2,1,1,1,1,0
Sedic,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Sedic International,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
See Me Louisiana,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
See-Saw Films,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0
Seed Productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Selznick International Pictures,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,1,0,1,1,0
SenArt Films,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senator Entertainment Co,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Senator Film Produktion,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,1,0
Senator International,0,0,0,0,0,0,1,0,0,0,0,0,2,0,2,0,0,2,0,0
Sentinel Productions,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Serendipity Point Films,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,1,2,0,0
Serendipity Productions,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Seven Arts,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Seven Arts Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Seven Arts Productions,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0
Sever Studio,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Shade Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ShadowCatcher Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
Shady Acres Entertainment,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0
Shamley Productions,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Shanghai Film Group,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shanghai Film Group Corporation,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
Shangri-La Entertainment,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shark Productions,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Shaw Brothers,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
Shawn Danielle Productions Ltd.,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
Sherwood Pictures,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Sherwood Productions,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Shine Pictures,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
ShivHans Pictures,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Shoakuken,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Shogakukan,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Shopgirl,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Show East,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0
Showbox,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Showbox Entertainment,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0
Showtime Networks,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,1,0,1,0,0
Shutt/Jones Productions,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sid & Marty Krofft Pictures,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Sideways Productions Inc.,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Sidney Kimmel Entertainment,2,0,0,3,5,0,7,0,1,0,0,1,1,0,1,2,0,4,0,0
Sierra / Affinity,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Sierra Pictures,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sierra/Affinity,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Sighvatsson Films,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0
Sigma Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Signal Film Group,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Signature Entertainment,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Signature Pictures,3,1,0,0,2,0,1,0,0,2,0,0,1,0,0,0,2,3,0,0
Sikelia Productions,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
Sil-Metropole Organisation,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sil-Metropole Organisation Ltd.,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Silent Hill DCP Inc.,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
Silver Bullet Productions (II),1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Silver Lion Films,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver Pictures,29,12,0,7,14,0,5,1,1,8,0,0,0,0,6,0,8,21,0,0
Silver Plane Films,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Silver Reel,3,1,0,0,2,0,2,0,0,2,0,1,1,0,0,1,2,3,0,0
Silver Screen Partners,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Silver Screen Partners II,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Silver Screen Partners III,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
Silver Screen Partners IV,1,1,0,2,0,0,2,2,0,1,0,0,0,0,0,1,1,0,0,0
Silverbell Films,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Silverwood Films,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0
Simian Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Simon Fields Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Simon Kinberg Productions,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,2,1,0,0
Single Cell Pictures,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Sixteen Films,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Sixth Sense Productions,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Skate Away Productions,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Sketch Films,2,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,1,1,0,0
SkyLand Entertainment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skydance Media,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,1,0,0
Skydance Productions,7,6,0,1,1,0,5,0,0,3,0,1,1,0,0,1,3,6,0,1
Skylark Productions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0
Skylight Cinema Foto Art,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Skyline (Baker St),0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Slap Happy Productions (II),0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slate Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Slot Machine,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Slough Pond,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Sly Predator,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Smart Egg Pictures,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
Smart Entertainment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Smartest Man Productions,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Smoke House,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Smokehouse Pictures,1,0,0,3,1,0,7,0,0,0,0,1,0,0,0,1,0,3,1,0
Smokewood Entertainment Group,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneak Preview Entertainment,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneak Preview Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sneaky Shark,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SnowPiercer,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
Sobras International Pictures,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Sociedad General de Cine S.A.,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
Société Radio-Canada,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Société de Développement des Entreprises Culturelles (SODEC),0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sofica Europacorp,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Sofica Sofinergie 5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Soficinéma 6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sogecine,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sogepaq,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Soho VFX,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Solana Films,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0
Solaris Film,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
Solipsist Film,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Solofilms,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Solomon/Hackett Productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0
"Sommers Company, The",1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Sonnenfeld Josephson Worldwide Entertainment,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
Sony,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sony Pictures,0,0,0,3,0,0,2,0,0,0,0,0,1,1,0,2,0,1,0,0
Sony Pictures Animation,0,5,10,10,0,0,0,9,5,0,0,0,1,0,0,0,0,0,0,0
Sony Pictures Classics,1,2,1,2,3,1,5,0,0,0,0,0,0,0,0,2,0,1,0,0
Sony Pictures Entertainment,1,3,3,4,1,0,2,2,2,0,0,0,0,0,0,0,0,1,0,0
Sony Pictures Entertainment (SPE),4,1,0,6,1,0,2,2,0,2,0,0,1,0,0,0,2,1,0,0
Sony Pictures Home Entertainment,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Sony Pictures Imageworks (SPI),0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Sony Pictures International,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sony Pictures Releasing,3,0,0,3,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0
Sony Pictures Worldwide Acquisitions (SPWA),1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Soprofilms,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Sor Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Sorolla Films,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Sortie 22,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sound for Film,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,1,0,0,0,0
South Pacific Pictures,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
South Side Amusement Company,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0
Southpaw Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Space Rocket Nation,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Spacegate Productions,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
Spanknyce Films,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Spanky Pictures,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Sparkle Roll Media,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Spectacle Entertainment Group,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
Spectrum Effects,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0
Spectrum Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Spelling Films,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,2,0,0
Spikings Entertainment,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Spitfire Pictures,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Splendid Medien AG,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Splendid Pictures,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Splendid Productions,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SpotFilms,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Spring Creek Productions,2,1,0,3,1,0,3,0,0,0,0,1,0,0,0,1,0,2,0,0
Spring Films,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Springwood Productions,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
SprocketHeads,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Spy Next Door,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Spyglass Entertainment,9,8,0,15,1,0,14,4,3,5,0,3,1,0,2,6,5,10,0,2
Square USA,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
St. Petersburg Clearwater Film Commission,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
St. Tropez Films,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Staccato Films,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0
Stage 6 Films,1,0,0,2,2,0,3,1,0,1,0,0,1,1,0,0,1,2,0,0
Stage III Productions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stan Winston Studio,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
Standard Film Company,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Stanley Kramer Productions,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Stanley Kubrick Productions,0,2,0,0,0,0,2,0,0,2,0,0,0,0,2,0,2,0,0,0
Star Partners II Ltd.,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Starbucks Entertainment,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Starburns Industries,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Stargate Studios,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
Starling Films,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Starlite Films,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0
Stars Road Entertainment,2,0,0,0,1,0,1,0,1,1,0,0,1,0,0,0,1,2,0,0
Start Motion Pictures,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
Starway International Inc.,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0
Starz Animation,1,1,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0
Starz Media,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
State Street Pictures,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Steady Aim,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Stellar Megamedia,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
Stephen J. Cannell Productions,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stereo D,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
Stillking Films,6,5,0,1,0,0,3,1,2,2,0,0,1,0,1,1,2,4,0,0
Stoller Global Solutions,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stone Group Pictures,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Stone Productions,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Stone Village Pictures,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Stonebridge Entertainment,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,1,1,0,0
Stoney Lake Entertainment,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
Storefront Films,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Storefront Pictures,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
Storm King Productions,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
Storyline Entertainment,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Str8jacket Creations,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Straight Up Films,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,1,0,1
Strange Matter Films,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Stratus Film Co.,0,0,0,1,1,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0
Strike Entertainment,5,1,0,1,0,0,2,0,1,3,0,0,2,0,0,0,3,4,0,0
Strong Heart/Demme Production,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Stuber Productions,2,1,0,4,2,0,3,0,1,1,0,0,0,0,0,3,1,1,0,0
Stuber/Parent,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Studio 37,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,1,0,1,1,0
Studio Babelsberg,14,7,0,4,3,0,10,1,2,4,0,3,1,0,3,1,4,11,4,0
